TOTS;Player;Squad;Born;Age;Nation;Nation2;MP;90s;Minutes;Pos1;Pos2;Starts;Gls;Ast;GAs;pensattempted;pensscored;nonpengoals;xpectedAssistedGoals;xpectedGoals;nonpenxG;ProgCarries;ProgPasses;ProgRuns;CrdY;CrdR;gls90;ast90;ga90;ganonpen90;nonpengoals90;xpectGoals90;xGaXG90;xAG90;nonpenxpecGoalsxAssistedGoals90;npxGxAG;npxG90;glcreatingaction;GCA90;foulsdrawn;Fouldrawngoal;defensiveactionsthatleadtoshotattempt;defactiongoal;PassDeadShotAttempt;PassDeaGoal;PassLiveShotAttempt;PassLiveGoal;shotcreatingactions;SCA90;succtakeon;TakeOnGoal;Sum of clearances;challengeslost;intercepts;errors;tackles;TklWon;shotsblocked;passsesblocked;percentdribblerstackled;crossesfaced;crossesstopped;crossstopperc;defactionsoutsidepenarea;defactionoutsidepen90;passesattemtedover40yards;passescompetedover40yards;AvgDistofdefensiveactionsfromgoal;AvgLenpassinYards;OG;PSxG;PSxGallowed90;PSxGperShotonTarget;PSxGminusgoalsallowed;GA;PKA;Touches;DefPenTouches;Def3rdTouches;Mid3rdTouches;Att3rdTouches;AttPenaltyareatouches;LiveBallTouches;Carries;Miscontrols;TakeOnAttempted;TakeOnSucc;TakeOnSuccPercen;TkldDurTakeOn;TotDistYards;TkldPercen;PassesReceived;ProgPassesReceived;Dispossessed
No;Vladimír Coufal;West Ham;1992;31;cz CZE;cz;22;11.9;1067;DF;;11;0;0;0;0;0;0;0.7;0.3;0.3;26;39;33;5;0;0;0;0;0;0;0.03;0.08;0.06;0.08;1;0.03;1;0.08;0;0;0;0;4;1;14;0;18;1.52;0;0;39;12;8;1;22;15;11;2;45,5;;;;;;;;;;;;;;;;;736;61;262;318;159;14;736;298;12;15;5;33.3;7;1754;46.7;400;33;8
No;Wataru Endo;Liverpool;1993;31;jp JPN;jp;20;3;273;MF;DF;1;0;0;0;0;0;0;0.1;0;0;1;19;8;0;0;0;0;0;0;0;0;0.02;0.02;0.02;0.1;0;0;0;0;0;0;0;0;0;6;0;6;1.96;0;0;9;4;6;0;12;8;1;7;60;;;;;;;;;;;;;;;;;237;12;65;124;49;3;237;110;6;2;2;100;0;397;0;163;8;3
No;Welington;Southampton;2001;23;br BRA;br;10;5.4;482;DF;;6;0;0;0;0;0;0;0.1;0;0;5;11;19;1;0;0;0;0;0;0;0.01;0.02;0.01;0.02;0.1;0.01;1;0.19;0;0;0;0;1;0;6;1;7;1.31;0;0;36;7;7;0;21;9;1;4;63,2;;;;;;;;;;;;;;;;;276;31;113;102;64;3;276;100;9;9;5;55.6;3;389;33.3;120;19;4
No;Wes Burns;Ipswich Town;1994;29;wls WAL;wls;18;10.3;926;FW;DF;12;0;1;1;0;0;0;1.6;0.5;0.5;38;8;65;1;0;0;0.1;0.1;0.1;0;0.05;0.21;0.16;0.21;2.2;0.05;1;0.1;2;0;0;0;0;0;12;1;16;1.55;1;0;13;6;10;2;13;11;2;5;40;;;;;;;;;;;;;;;;;350;21;69;129;160;18;350;216;17;24;9;37.5;14;1458;58.3;220;65;13
No;Wesley Fofana;Chelsea;2000;23;fr FRA;fr;14;13;1172;DF;;14;0;0;0;0;0;0;0.4;0.4;0.4;19;32;4;7;0;0;0;0;0;0;0.03;0.07;0.03;0.06;0.8;0.03;0;0;0;0;0;0;1;0;12;0;15;1.15;1;0;55;8;14;2;13;12;9;5;42,9;;;;;;;;;;;;;;;;;933;81;370;523;55;10;933;557;16;15;8;53.3;3;3149;20;665;4;5
No;Wilfred Ndidi;Leicester City;1996;27;ng NGA;ng;28;25.8;2324;MF;;28;0;5;5;0;0;0;1.9;2;2;18;70;75;8;0;0;0.19;0.19;0.19;0;0.08;0.15;0.07;0.15;3.9;0.08;4;0.15;0;0;0;0;0;0;29;4;31;1.2;1;0;80;31;31;0;85;51;19;28;49,2;;;;;;;;;;;;;;;;;1400;119;461;699;253;61;1400;670;37;33;13;39.4;18;2727;54.5;834;75;33
No;Will Alves;Leicester City;2005;19;eng ENG;eng;1;0;1;FW;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;1;0;0;0;1;0;1;1;0;0;0;;0;5;;1;1;0
No;Will Hughes;Crystal Palace;1995;29;eng ENG;eng;33;23.4;2108;MF;;24;0;3;3;0;0;0;3.1;1.1;1.1;20;87;27;11;0;0;0.13;0.13;0.13;0;0.05;0.18;0.13;0.18;4.2;0.05;6;0.26;5;0;0;0;17;3;42;2;67;2.86;1;0;28;34;22;3;66;36;14;17;45,2;;;;;;;;;;;;;;;;;1203;48;295;615;308;17;1203;532;21;16;5;31.3;7;2718;43.8;659;27;30
No;Will Lankshear;Tottenham;2005;19;eng ENG;eng;3;0.1;11;FW;MF;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;3;0;0;2;1;0;3;3;2;0;0;;0;3;;3;1;0
No;William Osula;Newcastle Utd;2003;20;dk DEN;dk;14;1.5;134;FW;;0;1;0;1;0;0;1;0.1;0.2;0.2;5;4;17;0;0;0.67;0;0.67;0.67;0.67;0.11;0.21;0.1;0.21;0.3;0.11;0;0;0;0;1;0;0;0;3;0;4;2.69;0;0;2;2;4;0;2;0;0;0;0;;;;;;;;;;;;;;;;;56;1;4;21;32;8;56;37;7;6;3;50;3;252;50;42;17;6
No;William Saliba;Arsenal;2001;23;fr FRA;fr;35;33.8;3039;DF;;35;2;0;2;0;0;2;0.9;2.3;2.3;16;138;6;2;1;0.06;0;0.06;0.06;0.06;0.07;0.09;0.03;0.09;3.1;0.07;1;0.03;0;0;1;0;0;0;25;1;27;0.8;0;0;119;7;21;7;62;37;15;10;75;;;;;;;;;;;;;;;;;2824;190;1127;1571;142;18;2824;1756;19;19;12;63.2;6;7626;31.6;2137;6;8
No;William Smallbone;Southampton;2000;24;ie IRL;ie;18;7.7;690;MF;;6;1;0;1;0;0;1;0.7;0.6;0.6;5;27;25;1;0;0.13;0;0.13;0.13;0.13;0.07;0.17;0.1;0.17;1.3;0.07;0;0;0;0;0;0;3;0;12;0;16;2.09;0;0;14;15;2;2;20;13;0;8;31,8;;;;;;;;;;;;;;;;;431;17;83;213;139;17;431;193;12;6;4;66.7;2;787;33.3;262;25;6
No;Willian;Fulham;1988;35;br BRA;br;10;2.9;257;FW;MF;2;0;0;0;0;0;0;0.5;0.3;0.3;11;40;33;0;0;0;0;0;0;0;0.1;0.28;0.18;0.28;0.8;0.1;0;0;0;0;0;0;4;0;11;0;17;5.93;0;0;1;4;1;0;4;2;0;0;33,3;;;;;;;;;;;;;;;;;231;1;18;83;134;7;231;148;3;7;1;14.3;4;1005;57.1;183;33;1
No;Willy Boly;Nott'ham Forest;1991;33;ci CIV;ci;6;1.7;150;DF;;1;0;0;0;0;0;0;0;0.1;0.1;0;2;0;1;0;0;0;0;0;0;0.04;0.04;0;0.04;0.1;0.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;3;0;6;1;2;2;100;;;;;;;;;;;;;;;;;97;22;63;32;2;1;97;35;1;0;0;;0;128;;46;0;0
No;Wilson Odobert;Tottenham;2004;19;fr FRA;fr;16;9.4;850;FW;MF;9;1;0;1;0;0;1;1;1.6;1.6;45;27;66;0;0;0.11;0;0.11;0.11;0.11;0.17;0.27;0.1;0.27;2.6;0.17;1;0.11;0;0;0;0;0;0;14;1;16;1.7;0;0;5;6;4;1;14;5;0;6;57,1;;;;;;;;;;;;;;;;;381;7;46;142;197;35;381;265;21;32;12;37.5;17;1949;53.1;273;66;17
No;Wout Faes;Leicester City;1998;26;be BEL;be;34;31.3;2815;DF;;30;1;0;1;0;0;1;0.1;1.5;1.5;12;86;1;4;0;0.03;0;0.03;0.03;0.03;0.05;0.05;0;0.05;1.6;0.05;0;0;0;0;1;0;0;0;15;0;17;0.54;0;0;185;23;26;4;42;26;35;13;52,1;;;;;;;;;;;;;;;;;1906;318;962;885;68;27;1906;1107;17;6;5;83.3;1;5050;16.7;1268;1;6
No;Woyo Coulibaly;Leicester City;1999;25;ml MLI;ml;4;1.2;109;DF;;1;0;0;0;0;0;0;0;0;0;4;3;2;1;0;0;0;0;0;0;0.04;0.04;0;0.04;0;0.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;6;4;1;2;100;;;;;;;;;;;;;;;;;76;8;27;31;20;4;76;48;4;1;0;0;1;288;100;36;2;0
No;Yankuba Minteh;Brighton;2004;20;gm GAM;gm;32;20.4;1838;FW;MF;20;6;4;10;0;0;6;5;4.1;4.1;90;48;201;6;0;0.29;0.2;0.49;0.49;0.29;0.2;0.44;0.24;0.44;9.1;0.2;13;0.64;2;0;1;0;8;0;37;6;64;3.14;13;6;31;28;11;0;48;35;0;22;37,8;;;;;;;;;;;;;;;;;836;30;135;228;491;146;836;481;53;98;46;46.9;43;3573;43.9;511;201;28
No;Yasin Ayari;Brighton;2003;20;se SWE;se;34;21.8;1965;MF;;22;2;1;3;0;0;2;2.3;2.4;2.4;30;75;61;3;0;0.09;0.05;0.14;0.14;0.09;0.11;0.22;0.11;0.22;4.8;0.11;6;0.27;4;0;2;0;13;2;36;4;61;2.79;3;0;26;30;20;0;59;32;6;18;46,4;;;;;;;;;;;;;;;;;1233;58;275;624;354;45;1233;655;38;45;18;40;18;3244;40;801;61;22
No;Yehor Yarmoliuk;Brentford;2004;20;ua UKR;ua;31;16.1;1450;MF;;15;0;0;0;0;0;0;0.9;0.6;0.6;15;63;47;6;0;0;0;0;0;0;0.04;0.09;0.05;0.09;1.5;0.04;2;0.12;1;0;1;0;0;0;21;2;26;1.62;2;0;33;27;13;0;49;28;9;17;50,9;;;;;;;;;;;;;;;;;960;61;277;501;203;15;960;520;26;27;13;48.1;11;2790;40.7;599;47;21
No;Yerson Mosquera;Wolves;2001;23;co COL;co;5;4.9;441;DF;;5;0;0;0;0;0;0;0.1;0.3;0.3;0;7;0;2;0;0;0;0;0;0;0.07;0.09;0.02;0.09;0.4;0.07;0;0;0;0;0;0;0;0;5;0;5;1.02;0;0;14;5;10;0;11;7;10;3;64,3;;;;;;;;;;;;;;;;;294;43;170;115;12;7;294;168;4;0;0;;0;683;;182;0;1
No;Yoane Wissa;Brentford;1996;27;cd COD;cd;35;32.4;2919;FW;;34;19;4;23;0;0;19;2.6;18.5;18.5;60;67;154;5;0;0.59;0.12;0.71;0.71;0.59;0.57;0.65;0.08;0.65;21.1;0.57;10;0.31;10;1;1;0;1;0;40;8;69;2.13;4;0;21;16;8;3;22;12;8;21;40,7;;;;;;;;;;;;;;;;;925;34;136;376;432;163;925;550;77;49;15;30.6;24;3469;49;658;154;35
Yes;Youri Tielemans;Aston Villa;1997;27;be BEL;be;36;33.6;3026;MF;;35;3;7;10;1;0;3;7;3.3;2.5;39;235;48;4;0;0.09;0.21;0.3;0.3;0.09;0.1;0.31;0.21;0.28;9.5;0.07;12;0.36;2;0;1;0;31;3;79;9;122;3.63;3;0;47;33;23;4;84;58;16;22;54,8;;;;;;;;;;;;;;;;;2385;103;479;1366;565;45;2384;1288;31;61;31;50.8;19;5561;31.1;1667;48;29
No;Youssef Chermiti;Everton;2004;20;pt POR;pt;4;0.5;45;FW;MF;0;0;0;0;0;0;0;0;0.1;0.1;0;1;6;1;0;0;0;0;0;0;0.22;0.22;0;0.22;0.1;0.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;15;0;0;6;9;3;15;7;0;1;1;100;0;21;0;13;6;1
No;Yukinari Sugawara;Southampton;2000;24;jp JPN;jp;30;17.3;1557;DF;MF;16;1;1;2;0;0;1;2.2;0.5;0.5;33;72;78;4;0;0.06;0.06;0.12;0.12;0.06;0.03;0.16;0.13;0.16;2.7;0.03;1;0.06;0;0;0;0;5;0;30;1;39;2.25;1;0;53;12;11;3;31;18;10;11;61,3;;;;;;;;;;;;;;;;;1066;67;327;410;334;29;1066;564;18;20;9;45;10;2569;50;709;78;5
No;Yunus Emre Konak;Brentford;2006;18;tr TUR;tr;10;0.5;42;FW;MF;0;0;0;0;0;0;0;0;0.2;0.2;1;2;2;0;0;0;0;0;0;0;0.33;0.33;0;0.33;0.2;0.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;4;0;2;50;;;;;;;;;;;;;;;;;53;0;9;27;17;0;53;17;3;2;0;0;2;67;100;28;2;3
No;Yves Bissouma;Tottenham;1996;27;ml MLI;ml;28;15.6;1408;MF;;16;2;0;2;0;0;2;0.3;0.6;0.6;15;75;3;7;0;0.13;0;0.13;0.13;0.13;0.04;0.06;0.02;0.06;0.9;0.04;0;0;0;0;1;0;0;0;15;0;16;1.02;0;0;40;15;18;4;49;31;6;5;55,9;;;;;;;;;;;;;;;;;1039;71;304;584;159;5;1039;610;25;22;7;31.8;15;3602;68.2;704;3;15
No;Zain Silcott-Duberry;Bournemouth;2005;19;ms MSR;ms;1;0;1;FW;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;100;;;;;;;;;;;;;;;;;3;0;1;0;2;0;3;1;0;0;0;;0;6;;2;0;0
